id	label	sublabel	description	x	y	cluster	weight<total count>	score<average pub year>	weight<2010~2012 Peoples R China count>	weight<2010~2012 USA count>	weight<2017~2019 Peoples R China count>	weight<2017~2019 USA count>	score<USA ratio for 2010~2012>	score<USA ratio for 2017~2019>	weight<default>
2636	2636	atmospheric co2; gosat; oco; orbiting carbon observatory; methane emission	<table><tr><td>Micro-level field:</td><td>2636</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>atmospheric chemistry and physics; journal of geophysical research-atmospheres; atmospheric measurement techniques; proceedings of spie; geophysical research letters</td></tr><tr><td>Terms:</td><td>atmospheric co2; gosat; oco; orbiting carbon observatory; methane emission</td></tr></table>	0.3087	-0.0069	4	3754	2013.2658	24	235	152	385	0.907335907335907	0.716945996275605	10
2637	2637	model order reduction; order model; proper generalized decomposition; basis method; koopman operator	<table><tr><td>Micro-level field:</td><td>2637</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>computer methods in applied mechanics and engineering; international journal for numerical methods in engineering; journal of computational physics; siam journal on scientific computing; proceedings of the american control conference</td></tr><tr><td>Terms:</td><td>model order reduction; order model; proper generalized decomposition; basis method; koopman operator</td></tr></table>	0.8001	-0.0505	3	3750	2014.116	21	115	102	341	0.845588235294118	0.769751693002257	10
2638	2638	multi document summarization; keyphrase extraction; chance discovery; sentence compression	<table><tr><td>Micro-level field:</td><td>2638</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; information processing & management; expert systems with applications; advances in intelligent systems and computing; communications in computer and information science</td></tr><tr><td>Terms:</td><td>multi document summarization; keyphrase extraction; chance discovery; sentence compression</td></tr></table>	0.5148	0.6273	5	3745	2012.7632	31	24	80	22	0.436363636363636	0.215686274509804	10
2639	2639	multivariate curve resolution; second order calibration; high performance liquid chromatography; parallel factor analysis; excitation emission matrix fluorescence	<table><tr><td>Micro-level field:</td><td>2639</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>analytica chimica acta; chemometrics and intelligent laboratory systems; journal of chemometrics; talanta; journal of chromatography a</td></tr><tr><td>Terms:</td><td>multivariate curve resolution; second order calibration; high performance liquid chromatography; parallel factor analysis; excitation emission matrix fluorescence</td></tr></table>	-0.1354	-0.4187	3	3738	2010.8909	170	29	206	32	0.14572864321608	0.134453781512605	10
2640	2640	whole body vibration; vibration; hand arm vibration syndrome; human body; apparent mass	<table><tr><td>Micro-level field:</td><td>2640</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>international journal of industrial ergonomics; journal of sound and vibration; journal of strength and conditioning research; international archives of occupational and environmental health; ergonomics</td></tr><tr><td>Terms:</td><td>whole body vibration; vibration; hand arm vibration syndrome; human body; apparent mass</td></tr></table>	-0.7495	0.2102	2	3737	2011.9484	25	121	90	86	0.828767123287671	0.488636363636364	10
2641	2641	mesoscopic superconductor; magnetic dot; superconducting nanowire; ginzburg landau model; nanowire	<table><tr><td>Micro-level field:</td><td>2641</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>physical review b; physica c-superconductivity and its applications; superconductor science & technology; physical review letters; applied physics letters</td></tr><tr><td>Terms:</td><td>mesoscopic superconductor; magnetic dot; superconducting nanowire; ginzburg landau model; nanowire</td></tr></table>	0.9044	-0.5152	3	3735	2009.539	55	134	82	73	0.708994708994709	0.470967741935484	10
2642	2642	staphylinidae; dytiscidae; scydmaeninae; carabidae; aleocharinae	<table><tr><td>Micro-level field:</td><td>2642</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>zootaxa; zookeys; coleopterists bulletin; acta entomologica musei nationalis pragae; revue suisse de zoologie</td></tr><tr><td>Terms:</td><td>staphylinidae; dytiscidae; scydmaeninae; carabidae; aleocharinae</td></tr></table>	-0.2552	-0.1813	4	3734	2012.3752	103	144	143	154	0.582995951417004	0.518518518518519	10
2643	2643	power hardware; loop simulation; commutation failure; multi infeed hvdc system; real time hardware	<table><tr><td>Micro-level field:</td><td>2643</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>ieee industrial electronics society; ieee transactions on energy conversion; ieee power and energy society general meeting pesgm; ieee transactions on power delivery; ieee transactions on industrial electronics</td></tr><tr><td>Terms:</td><td>power hardware; loop simulation; commutation failure; multi infeed hvdc system; real time hardware</td></tr></table>	0.8563	0.226	5	3724	2012.5132	13	25	142	43	0.657894736842105	0.232432432432432	10
2644	2644	land consolidation; land fragmentation; rural china; ladm; 3d cadastre	<table><tr><td>Micro-level field:</td><td>2644</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>land use policy; survey review; geodetski vestnik; world development; journal of southern african studies</td></tr><tr><td>Terms:</td><td>land consolidation; land fragmentation; rural china; ladm; 3d cadastre</td></tr></table>	-0.0697	0.7041	1	3722	2013.0508	47	72	207	140	0.605042016806723	0.403458213256484	10
2645	2645	psma; prostate specific membrane antigen; pet ct; positron emission tomography; choline	<table><tr><td>Micro-level field:</td><td>2645</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of nuclear medicine; european journal of nuclear medicine and molecular imaging; nuclear medicine communications; clinical nuclear medicine; european urology</td></tr><tr><td>Terms:</td><td>psma; prostate specific membrane antigen; pet ct; positron emission tomography; choline</td></tr></table>	-0.9468	-0.1543	2	3716	2014.7473	18	127	63	341	0.875862068965517	0.844059405940594	10
2646	2646	acute diverticulitis; bridge; hartmann; diverticular disease; malignant colorectal obstruction	<table><tr><td>Micro-level field:</td><td>2646</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>international journal of colorectal disease; colorectal disease; diseases of the colon & rectum; surgical endoscopy and other interventional techniques; journal of clinical gastroenterology</td></tr><tr><td>Terms:</td><td>acute diverticulitis; bridge; hartmann; diverticular disease; malignant colorectal obstruction</td></tr></table>	-1.0101	-0.0586	2	3716	2011.9529	12	103	30	158	0.895652173913044	0.840425531914894	10
2647	2647	drazin inverse; weyl; ring; reverse order law; involution	<table><tr><td>Micro-level field:</td><td>2647</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>linear algebra and its applications; applied mathematics and computation; linear & multilinear algebra; journal of mathematical analysis and applications; filomat</td></tr><tr><td>Terms:</td><td>drazin inverse; weyl; ring; reverse order law; involution</td></tr></table>	1.1627	0.2311	5	3712	2011.2683	195	40	234	32	0.170212765957447	0.120300751879699	10
2648	2648	naxcoo2; ceramic; center dot yh; misfit; oxide	<table><tr><td>Micro-level field:</td><td>2648</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>physical review b; journal of alloys and compounds; journal of electronic materials; journal of applied physics; ceramics international</td></tr><tr><td>Terms:</td><td>naxcoo2; ceramic; center dot yh; misfit; oxide</td></tr></table>	0.7833	-0.5617	3	3706	2010.9244	165	65	131	58	0.282608695652174	0.306878306878307	10
2649	2649	kawasaki disease; coronary artery ectasia	<table><tr><td>Micro-level field:</td><td>2649</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>pediatric cardiology; pediatrics international; pediatric infectious disease journal; journal of pediatrics; international journal of cardiology</td></tr><tr><td>Terms:</td><td>kawasaki disease; coronary artery ectasia</td></tr></table>	-0.9465	-0.1083	2	3705	2011.9328	24	99	142	124	0.804878048780488	0.466165413533835	10
2650	2650	angle deposition; uniaxial crystal; pemc; columnar thin film; chiral medium	<table><tr><td>Micro-level field:</td><td>2650</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>proceedings of spie; optics communications; microwave and optical technology letters; journal of electromagnetic waves and applications; optik</td></tr><tr><td>Terms:</td><td>angle deposition; uniaxial crystal; pemc; columnar thin film; chiral medium</td></tr></table>	0.8771	-0.4367	3	3703	2009.5666	55	99	25	72	0.642857142857143	0.742268041237113	10
2651	2651	machine type communication; random access; lorawan; lte; lte network	<table><tr><td>Micro-level field:</td><td>2651</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee international conference on communications; ieee access; ieee internet of things journal; sensors; ieee global communications conference</td></tr><tr><td>Terms:</td><td>machine type communication; random access; lorawan; lte; lte network</td></tr></table>	0.8223	0.5557	5	3702	2016.732	7	7	141	48	0.5	0.253968253968254	10
2652	2652	caffeic acid phenethyl ester; propoli; chrysin; brazilian propolis; cape	<table><tr><td>Micro-level field:</td><td>2652</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Sources:</td><td>evidence-based complementary and alternative medicine; molecules; food and chemical toxicology; journal of ethnopharmacology; journal of agricultural and food chemistry</td></tr><tr><td>Terms:</td><td>caffeic acid phenethyl ester; propoli; chrysin; brazilian propolis; cape</td></tr></table>	-0.6473	-0.3731	2	3701	2012.8846	83	28	111	46	0.252252252252252	0.292993630573248	10
2653	2653	microbolometer; flow sensor; focal plane array; detector; syringe pump	<table><tr><td>Micro-level field:</td><td>2653</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>proceedings of spie; sensors and actuators a-physical; ieee sensors; ieee sensors journal; proceedings ieee micro electro mechanical systems</td></tr><tr><td>Terms:</td><td>microbolometer; flow sensor; focal plane array; detector; syringe pump</td></tr></table>	0.8358	-0.3718	3	3701	2010.5569	72	35	97	33	0.327102803738318	0.253846153846154	10
2654	2654	deception; deception detection; information test; false confession; neuroethic	<table><tr><td>Micro-level field:</td><td>2654</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>psychology crime & law; applied cognitive psychology; law and human behavior; legal and criminological psychology; mind brain and education</td></tr><tr><td>Terms:</td><td>deception; deception detection; information test; false confession; neuroethic</td></tr></table>	-0.3534	0.6483	1	3698	2012.5992	18	246	38	254	0.931818181818182	0.86986301369863	10
2655	2655	ciliophora; tetrahymena; paramecium; ciliate; morphogenesis	<table><tr><td>Micro-level field:</td><td>2655</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>european journal of protistology; journal of eukaryotic microbiology; acta protozoologica; protist; zootaxa</td></tr><tr><td>Terms:</td><td>ciliophora; tetrahymena; paramecium; ciliate; morphogenesis</td></tr></table>	-0.4138	-0.2492	4	3694	2010.1456	126	119	183	108	0.485714285714286	0.371134020618557	10
2656	2656	phosphine; rhyzopertha dominica; cryptolestes ferrugineus; phosphine resistance; bostrichidae	<table><tr><td>Micro-level field:</td><td>2656</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>journal of stored products research; journal of economic entomology; advances in stored product protection; pest management science; journal of pest science</td></tr><tr><td>Terms:</td><td>phosphine; rhyzopertha dominica; cryptolestes ferrugineus; phosphine resistance; bostrichidae</td></tr></table>	-0.3288	-0.2554	4	3688	2011.5599	46	142	63	205	0.75531914893617	0.764925373134328	10
2657	2657	corroded pipeline; pipeline; corrosion defect; burst pressure; sandwich pipe	<table><tr><td>Micro-level field:</td><td>2657</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>thin-walled structures; international journal of pressure vessels and piping; journal of pressure vessel technology-transactions of the asme; engineering failure analysis; ocean engineering</td></tr><tr><td>Terms:</td><td>corroded pipeline; pipeline; corrosion defect; burst pressure; sandwich pipe</td></tr></table>	0.7727	-0.1765	3	3677	2012.6541	41	34	204	76	0.453333333333333	0.271428571428571	10
2658	2658	tor; covert channel; source location privacy; traffic analysis; tor network	<table><tr><td>Micro-level field:</td><td>2658</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; ieee international conference on communications; security and communication networks; ieee symposium on security and privacy; ieee infocom</td></tr><tr><td>Terms:</td><td>tor; covert channel; source location privacy; traffic analysis; tor network</td></tr></table>	0.7451	0.599	5	3672	2011.9706	30	69	70	54	0.696969696969697	0.435483870967742	10
2659	2659	ion implantation; silica glass; sapphire; glass; phosphate glass	<table><tr><td>Micro-level field:</td><td>2659</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>nuclear instruments & methods in physics research section b-beam interactions with materials and atoms; journal of applied physics; journal of non-crystalline solids; proceedings of spie; applied physics letters</td></tr><tr><td>Terms:</td><td>ion implantation; silica glass; sapphire; glass; phosphate glass</td></tr></table>	0.7091	-0.5528	3	3666	2009.1039	91	37	48	22	0.2890625	0.314285714285714	10
2660	2660	laser speckle contrast; diabetes; skin microcirculation; laser doppler flowmetry; nitric oxide	<table><tr><td>Micro-level field:</td><td>2660</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>proceedings of spie; microvascular research; journal of applied physiology; journal of biomedical optics; microcirculation</td></tr><tr><td>Terms:</td><td>laser speckle contrast; diabetes; skin microcirculation; laser doppler flowmetry; nitric oxide</td></tr></table>	-0.7768	0.0232	2	3666	2011.1255	26	128	58	86	0.831168831168831	0.597222222222222	10
2661	2661	femtocell network; self organizing network; self healing; ofdma femtocell	<table><tr><td>Micro-level field:</td><td>2661</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee vehicular technology conference proceedings; ieee international conference on communications; ieee transactions on vehicular technology; wireless personal communications; ieee wireless communications and networking conference</td></tr><tr><td>Terms:</td><td>femtocell network; self organizing network; self healing; ofdma femtocell</td></tr></table>	0.8394	0.5469	5	3665	2014.0701	29	27	114	58	0.482142857142857	0.337209302325581	10
2662	2662	supercritical pressure; hydrocarbon fuel; supercritical carbon dioxide; jet fuel; heat transfer deterioration	<table><tr><td>Micro-level field:</td><td>2662</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>nuclear engineering and design; annals of nuclear energy; international journal of heat and mass transfer; applied thermal engineering; energy & fuels</td></tr><tr><td>Terms:</td><td>supercritical pressure; hydrocarbon fuel; supercritical carbon dioxide; jet fuel; heat transfer deterioration</td></tr></table>	0.6927	-0.2671	3	3664	2012.5128	149	74	407	55	0.331838565022422	0.119047619047619	10
2663	2663	pulse tube cryocooler; wave; performance; engine; pulse tube refrigerator	<table><tr><td>Micro-level field:</td><td>2663</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>aip conference proceedings; cryogenics; iop conference series-materials science and engineering; journal of the acoustical society of america; proceedings of spie</td></tr><tr><td>Terms:</td><td>pulse tube cryocooler; wave; performance; engine; pulse tube refrigerator</td></tr></table>	0.704	-0.2514	3	3662	2010.8323	81	52	128	42	0.390977443609023	0.247058823529412	10
2664	2664	brazing; wetting; adhesion; interfacial microstructure; ag cu ti	<table><tr><td>Micro-level field:</td><td>2664</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>ceramics international; journal of the european ceramic society; journal of materials science; materials science and engineering a-structural materials properties microstructure and processing; rare metal materials and engineering</td></tr><tr><td>Terms:</td><td>brazing; wetting; adhesion; interfacial microstructure; ag cu ti</td></tr></table>	0.7683	-0.448	3	3660	2010.8243	144	55	429	43	0.276381909547739	0.0911016949152542	10
2665	2665	technetium; tc 99m; radiopharmaceutical; oxorhenium; edtmp	<table><tr><td>Micro-level field:</td><td>2665</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>inorganic chemistry; journal of radioanalytical and nuclear chemistry; polyhedron; inorganica chimica acta; dalton transactions</td></tr><tr><td>Terms:</td><td>technetium; tc 99m; radiopharmaceutical; oxorhenium; edtmp</td></tr></table>	0.0859	-0.651	3	3654	2009.1932	46	110	46	86	0.705128205128205	0.651515151515152	10
2666	2666	cardiac surgery; negative pressure; therapy; vacuum; mediastinitis	<table><tr><td>Micro-level field:</td><td>2666</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>annals of thoracic surgery; plastic and reconstructive surgery; international wound journal; annals of plastic surgery; european journal of cardio-thoracic surgery</td></tr><tr><td>Terms:</td><td>cardiac surgery; negative pressure; therapy; vacuum; mediastinitis</td></tr></table>	-0.9759	0.0153	2	3647	2011.7113	17	144	86	154	0.894409937888199	0.641666666666667	10
2667	2667	angiosarcoma; angiolymphoid hyperplasia; kimura; eosinophilium; epithelioid hemangioendothelioma	<table><tr><td>Micro-level field:</td><td>2667</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of cutaneous pathology; american journal of surgical pathology; journal of dermatology; american journal of dermatopathology; medicine</td></tr><tr><td>Terms:</td><td>angiosarcoma; angiolymphoid hyperplasia; kimura; eosinophilium; epithelioid hemangioendothelioma</td></tr></table>	-1.0176	-0.1676	2	3646	2010.929	51	131	97	124	0.71978021978022	0.561085972850679	10
2668	2668	opinion dynamic; opinion formation; language evolution; language; sznajd model	<table><tr><td>Micro-level field:</td><td>2668</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>physica a-statistical mechanics and its applications; physical review e; international journal of modern physics c; lecture notes in computer science; plos one</td></tr><tr><td>Terms:</td><td>opinion dynamic; opinion formation; language evolution; language; sznajd model</td></tr></table>	0.3273	0.6017	5	3644	2012.5285	46	78	127	124	0.629032258064516	0.49402390438247	10
2669	2669	portevin le chatelier effect; electroplastic effect; electric field; electropulsing; serrated flow	<table><tr><td>Micro-level field:</td><td>2669</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>aip conference proceedings; materials science and engineering a-structural materials properties microstructure and processing; physics of the solid state; physical mesomechanics; russian physics journal</td></tr><tr><td>Terms:</td><td>portevin le chatelier effect; electroplastic effect; electric field; electropulsing; serrated flow</td></tr></table>	0.7934	-0.3938	3	3643	2011.0151	67	29	143	27	0.302083333333333	0.158823529411765	10
2670	2670	mswi; municipal solid waste incineration; mswi fly ash; heavy metal; air pollution control residue	<table><tr><td>Micro-level field:</td><td>2670</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>waste management; journal of hazardous materials; chemosphere; waste management & research; construction and building materials</td></tr><tr><td>Terms:</td><td>mswi; municipal solid waste incineration; mswi fly ash; heavy metal; air pollution control residue</td></tr></table>	0.479	-0.3308	4	3643	2011.7206	88	31	250	69	0.260504201680672	0.216300940438871	10
2671	2671	vatican ii; gregory; nyssa; schleiermacher; trinity	<table><tr><td>Micro-level field:</td><td>2671</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>theological studies; journal of religious ethics; heythrop journal; journal of the society of christian ethics; scottish journal of theology</td></tr><tr><td>Terms:</td><td>vatican ii; gregory; nyssa; schleiermacher; trinity</td></tr></table>	-0.261	0.8754	1	3642	2010.9964	63	488	86	605	0.885662431941924	0.875542691751085	10
2672	2672	intravascular large b cell lymphoma; primary central nervous system lymphoma; primary cn; clipper; neurolymphomatosis	<table><tr><td>Micro-level field:</td><td>2672</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of neuro-oncology; leukemia & lymphoma; journal of clinical oncology; annals of hematology; british journal of haematology</td></tr><tr><td>Terms:</td><td>intravascular large b cell lymphoma; primary central nervous system lymphoma; primary cn; clipper; neurolymphomatosis</td></tr></table>	-0.9388	-0.2205	2	3640	2011.4272	20	125	84	142	0.862068965517241	0.628318584070796	10
2673	2673	ketamine; rapid antidepressant effect; intravenous ketamine; treatment resistant depression; ketamine treatment	<table><tr><td>Micro-level field:</td><td>2673</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>psychopharmacology; biological psychiatry; neuropsychopharmacology; journal of affective disorders; behavioural brain research</td></tr><tr><td>Terms:</td><td>ketamine; rapid antidepressant effect; intravenous ketamine; treatment resistant depression; ketamine treatment</td></tr></table>	-0.7335	0.0118	2	3640	2014.6852	74	126	276	351	0.63	0.559808612440191	10
2674	2674	audience response system; flipped classroom; clicker; podcasting; lecture capture	<table><tr><td>Micro-level field:</td><td>2674</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>edulearn proceedings; inted proceedings; iceri proceedings; journal of chemical education; computers & education</td></tr><tr><td>Terms:</td><td>audience response system; flipped classroom; clicker; podcasting; lecture capture</td></tr></table>	-0.1306	0.7675	1	3636	2015.5201	2	111	74	182	0.982300884955752	0.7109375	10
2675	2675	caveolin; flotillin; muscle disease; cav; lipid raft	<table><tr><td>Micro-level field:</td><td>2675</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of biological chemistry; plos one; biochemical and biophysical research communications; molecular biology of the cell; american journal of physiology-cell physiology</td></tr><tr><td>Terms:</td><td>caveolin; flotillin; muscle disease; cav; lipid raft</td></tr></table>	-0.818	-0.2126	2	3635	2010.4801	72	227	181	133	0.759197324414716	0.423566878980892	10
2676	2676	port reflectometer; port technology; vector network analyzer; s parameter measurement; uncertainty	<table><tr><td>Micro-level field:</td><td>2676</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee transactions on microwave theory and techniques; ieee transactions on instrumentation and measurement; ieee mtt-s international microwave symposium; european microwave conference; microwave and optical technology letters</td></tr><tr><td>Terms:</td><td>port reflectometer; port technology; vector network analyzer; s parameter measurement; uncertainty</td></tr></table>	1.0167	-0.0478	5	3634	2011.1175	13	47	38	43	0.783333333333333	0.530864197530864	10
2677	2677	hla; parallel simulation; devs; distributed simulation; high level architecture	<table><tr><td>Micro-level field:</td><td>2677</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; winter simulation conference proceedings; simulation-transactions of the society for modeling and simulation international; ieee acm international symposium on distributed simulation and real-time applications; simulation modelling practice and theory</td></tr><tr><td>Terms:</td><td>hla; parallel simulation; devs; distributed simulation; high level architecture</td></tr></table>	0.6961	0.5994	5	3629	2009.3263	26	40	21	31	0.606060606060606	0.596153846153846	10
2678	2678	discharge coefficient; air entrainment; hydraulic jump; spillway; chute	<table><tr><td>Micro-level field:</td><td>2678</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Life and earth sciences</td></tr><tr><td>Sources:</td><td>journal of hydraulic engineering; journal of irrigation and drainage engineering; journal of hydraulic research; flow measurement and instrumentation; journal of hydrodynamics</td></tr><tr><td>Terms:</td><td>discharge coefficient; air entrainment; hydraulic jump; spillway; chute</td></tr></table>	0.5131	-0.0398	3	3609	2012.4963	39	76	137	58	0.660869565217391	0.297435897435897	10
2679	2679	foam; microcellular foaming; cellular structure; supercritical co2; co2	<table><tr><td>Micro-level field:</td><td>2679</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of cellular plastics; journal of applied polymer science; journal of supercritical fluids; polymer engineering and science; cellular polymers</td></tr><tr><td>Terms:</td><td>foam; microcellular foaming; cellular structure; supercritical co2; co2</td></tr></table>	0.495	-0.4937	3	3608	2012.1366	95	62	306	79	0.394904458598726	0.205194805194805	10
2680	2680	ads b; avoid; sense; air traffic control; trajectory	<table><tr><td>Micro-level field:</td><td>2680</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>ieee-aiaa digital avionics systems conference; journal of guidance control and dynamics; transportation research part c-emerging technologies; ieee transactions on intelligent transportation systems; journal of aircraft</td></tr><tr><td>Terms:</td><td>ads b; avoid; sense; air traffic control; trajectory</td></tr></table>	0.6368	0.5162	5	3607	2013.5941	9	104	135	101	0.920353982300885	0.427966101694915	10
2681	2681	ambient seismic noise; ambient noise tomography; infrasound; seismic interferometry; cross correlation	<table><tr><td>Micro-level field:</td><td>2681</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>geophysical journal international; geophysical research letters; journal of the acoustical society of america; journal of geophysical research-solid earth; bulletin of the seismological society of america</td></tr><tr><td>Terms:</td><td>ambient seismic noise; ambient noise tomography; infrasound; seismic interferometry; cross correlation</td></tr></table>	0.5948	-0.0858	4	3604	2013.3499	41	198	144	288	0.828451882845188	0.666666666666667	10
2682	2682	soluble st2; innate lymphoid cell; st2; st2 axis; group	<table><tr><td>Micro-level field:</td><td>2682</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of immunology; frontiers in immunology; journal of allergy and clinical immunology; immunity; journal of experimental medicine</td></tr><tr><td>Terms:</td><td>soluble st2; innate lymphoid cell; st2; st2 axis; group</td></tr></table>	-0.858	-0.1978	2	3604	2015.7531	31	118	301	430	0.791946308724832	0.588235294117647	10
2683	2683	seismic performance; timber joint; connection; rod; mortise	<table><tr><td>Micro-level field:</td><td>2683</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>engineering structures; journal of structural engineering; construction and building materials; forest products journal; journal of wood science</td></tr><tr><td>Terms:</td><td>seismic performance; timber joint; connection; rod; mortise</td></tr></table>	0.7252	-0.1705	3	3604	2013.2231	14	66	154	85	0.825	0.355648535564854	10
2684	2684	dialogue system; dialogue management; chatbot; conversational agent; spoken language	<table><tr><td>Micro-level field:</td><td>2684</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; international conference on acoustics speech and signal processing icassp; interspeech; computer speech and language; ieee workshop on spoken language technology</td></tr><tr><td>Terms:</td><td>dialogue system; dialogue management; chatbot; conversational agent; spoken language</td></tr></table>	0.5091	0.6295	5	3601	2012.5926	5	20	43	31	0.8	0.418918918918919	10
2685	2685	intussusception; meckel; infantile hypertrophic pyloric stenosis; diverticulum; heterotopic pancrea	<table><tr><td>Micro-level field:</td><td>2685</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of pediatric surgery; pediatric surgery international; world journal of gastroenterology; pediatric radiology; american surgeon</td></tr><tr><td>Terms:</td><td>intussusception; meckel; infantile hypertrophic pyloric stenosis; diverticulum; heterotopic pancrea</td></tr></table>	-1.0311	-0.0736	2	3593	2010.1664	28	121	68	116	0.812080536912752	0.630434782608696	10
2686	2686	buck converter; impact system; dry friction; border collision bifurcation; impact oscillator	<table><tr><td>Micro-level field:</td><td>2686</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>international journal of bifurcation and chaos; nonlinear dynamics; chaos solitons & fractals; journal of sound and vibration; acta physica sinica</td></tr><tr><td>Terms:</td><td>buck converter; impact system; dry friction; border collision bifurcation; impact oscillator</td></tr></table>	0.8815	0.172	5	3592	2010.9571	91	40	175	40	0.305343511450382	0.186046511627907	10
